name,category,post_count,aliases
hand_on_own_chest,0,60675,"hand_on_chest,hand_to_chest,hand_to_own_chest"
black_necktie,0,60655,
facing_viewer,0,60642,
bent_over,0,60534,"bending_over,bend_over,bent-over"
short_twintails,0,60505,pigtails
messy_hair,0,60378,"bed_head,morning_hair"
fishnets,0,60310,fishnet
feathered_wings,0,60254,feather_wings
white_pupils,0,60173,
eyewear_on_head,0,60159,"glasses_on_head,sunglasses_on_head"
yellow_background,0,60079,/yellowbg
strapless_leotard,0,59973,
goggles,0,59965,
bandaid,0,59875,"band-aid,band_aids,bandaids"
monster_girl,0,59759,monstergirl
bat_wings,0,59492,batwing
green_skirt,0,59423,
kiss,0,59015,kissing
building,0,58870,buildings
pink_dress,0,58677,
black_bra,0,58658,
hooded_jacket,0,58529,
variant_set,5,58301,
tan,0,58234,"suntan,tanned,tanned_skin"
nijisanji,3,58232,
extra_ears,0,58205,double_ears
5girls,0,58066,5girl
revision,5,57931,revised
clenched_hand,0,57877,"clenched_fist,closed_fist,fist"
paid_reward_available,5,57727,reward_available
all_fours,0,57451,"all-fours,hands_and_knees,on_all_fours"
red_background,0,57328,/redbg
skin_fang,0,57255,flesh_fang
loafers,0,57214,
dog_ears,0,57186,"african_wild_dog_ears,/dog,dog_ear,inumimi"
brooch,0,57118,broach
staff,0,57026,
puffy_long_sleeves,0,56793,long_puffy_sleeves
group_sex,0,56789,"fivesome,foursome,groupsex"
shaded_face,0,56752,"shaded_eyes,shadow_over_eyes"
undressing,0,56735,"strip,stripping,undress"
demon_tail,0,56585,devil_tail
red_jacket,0,56563,red_blazer
star_(sky),0,56527,stars_(sky)
lingerie,0,56267,
striped_thighhighs,0,56261,
single_thighhigh,0,56134,"one_thighhigh,thighhigh"
letterboxed,0,56032,"letterbox,letter_boxed"
multicolored_clothes,0,55956,multicolored_clothing
lipstick,0,55890,
pink_flower,0,55844,
hat_bow,0,55827,
otoko_no_ko,0,55786,"femboy,otokonoko,trap"
bondage,0,55690,tied_up_(sexual)
mahou_shoujo_madoka_magica_(anime),3,55542,
red_nails,0,55521,red_fingernails
white_ribbon,0,55428,
polearm,0,55284,
towel,0,55187,towels
veil,0,55103,
instrument,0,55055,instruments
china_dress,0,54997,"cheongsam,chinadress,chinese_dress,qipao"
hair_bobbles,0,54823,"ball_braids,hair_bobble,/hbobbles"
cherry_blossoms,0,54514,"cherry_blossom,cherry_tree,cherry_trees,sakura_blossoms"
crossed_bangs,0,54144,
night_sky,0,54129,
black_belt,0,54114,
knees_up,0,54044,
child,0,53970,"children,kids"
honkai:_star_rail,3,53955,
armband,0,53828,"arm_band,armbands"
no_pants,0,53698,"no_skirt,pantless,pantsless,skirtless"
steam,0,53606,
box,0,53579,boxes
scar_on_face,0,53344,facial_scar
crescent,0,53225,crescent_moon_symbol
revealing_clothes,0,53157,slutty_clothing
drooling,0,53037,
butterfly,0,53006,butterflies
wind,0,52641,windy
meme,0,52477,
precure,3,52432,
remilia_scarlet,4,52414,/rs
foreshortening,0,52339,
pale_skin,0,52333,"pale,paleskin"
light_particles,0,52184,dust_particles
candy,0,52177,candies
flandre_scarlet,4,52170,/fs
hair_over_shoulder,0,52132,
surprised,0,52109,"shock,shocked,startled,surprise"
^^^,0,51795,"/\,/\/\,/\/\/\,realization_crown"
smartphone,0,51698,smart_phone
scenery,0,51655,scenic
couch,0,51562,"settee,sofa"
musical_note,0,51233,"musical_notes,music_note,music_notes"
claws,0,51138,claw
side_braid,0,51084,
anal,0,51059,"anal_penetration,anal_sex"
adapted_costume,0,51046,"adapted_outfit,/adcos"
outside_border,0,50944,"cropped_background,out_of_border,outside_of_border"
sheath,0,50942,
multiple_tails,0,50899,"animal_tails,multiple_tail,multi_tail,multitail,multi_tails,multitails,tails"
character_request,5,50830,"/char,tagme_(character)"
sex_toy,0,50774,sex_toys
danganronpa_(series),3,50598,"dangan-ronpa,dangan_ronpa,danganronpa"
rope,0,50554,ropes
bike_shorts,0,50488,"biker_shorts,spandex_shorts,spats"
lace_trim,0,50443,
low_ponytail,0,50337,
kemono_friends,3,50225,
ribbon_trim,0,50217,
strapless_dress,0,50201,shoulderless_dress
anger_vein,0,50198,anger_mark
mole_under_mouth,0,50182,
...,0,50165,ellipsis
gauntlets,0,50083,gauntlet
black_coat,0,50067,
toenails,0,49911,toenail
arms_behind_head,0,49883,hands_behind_head
highleg_leotard,0,49811,
microphone,0,49768,mic
pelvic_curtain,0,49636,"crotch_veil,pussy_veil,waist_veil"
breast_press,0,49623,
baseball_cap,0,49556,
large_pectorals,0,49543,
beard,0,49543,
casual,0,49371,
ejaculation,0,49299,ejaculation_between_breasts
hakama,0,49003,
grey_skirt,0,48908,gray_skirt
white_pantyhose,0,48835,
red_neckerchief,0,48832,
between_breasts,0,48752,
nature,0,48746,
holding_phone,0,48592,holding_cellphone
genderswap,0,48485,"crossgender,genderbend,rule_63,sex_change"
waist_apron,0,48479,half_apron
index_finger_raised,0,48459,"finger_raised,raised_finger"
wet_clothes,0,48285,"wetclothes,wet_clothing"
wristband,0,48250,"wrist_band,wrist_bands,wristbands"
panty_pull,0,48169,"panties_down,panties_pull,pantsu_pull,pantsupull,panty_down,pantypull,/pp"
cloak,0,48160,
breath,0,48094,
gundam,3,48084,
white_sleeves,0,48053,
hood_up,0,47908,
pink_panties,0,47905,
white_sailor_collar,0,47844,
cropped_jacket,0,47816,bolero
male_pubic_hair,0,47736,pubic_hair_(male)
purple_dress,0,47697,
cover_page,0,47693,book_cover
web_address,0,47614,url
granblue_fantasy,3,47609,
bridal_gauntlets,0,47163,bridal_gauntlet
maid_apron,0,47150,
cropped_legs,0,47091,cropped_feet
string_bikini,0,46964,
interlocked_fingers,0,46936,"interlaced_fingers,intertwined_fingers"
blue_nails,0,46623,blue_fingernails
sleeves_past_fingers,0,46486,
logo,0,46358,
buckle,0,46198,buckles
pink_nails,0,46166,pink_fingernails
third_eye,0,46106,3rd_eye
twin_drills,0,46103,twindrills
izayoi_sakuya,4,46043,/is
hand_on_own_face,0,45892,"hand_on_face,hand_to_face,hand_to_own_face"
eyeshadow,0,45815,eye_shadow
covering_privates,0,45787,covering
dot_nose,0,45760,
short_hair_with_long_locks,0,45699,
bad_link,5,45649,
facial,0,45601,cum_on_face
close-up,0,45589,"close_up,closeup"
alternate_breast_size,0,45576,
o-ring,0,45559,o_ring
pom_pom_(clothes),0,45518,pom_pom_(clothing)
blouse,0,45445,
skirt_set,0,45407,
semi-rimless_eyewear,0,45325,"half-rim_glasses,half_rim_glasses,semi-rimless_glasses,semi_rimless_glasses"
jojo_no_kimyou_na_bouken,3,45289,"/jjba,/jjkb,jojo's_bizarre_adventure"
yellow_bow,0,45288,
areola_slip,0,45270,areolae_slip
outline,0,45236,"outlined,outlines"
glowing_eyes,0,45214,
peaked_cap,0,44948,
breasts_apart,0,44809,
motor_vehicle,0,44726,
androgynous,0,44679,androgyny
spoken_heart,0,44516,
eye_contact,0,44507,
blue_necktie,0,44481,
carrying,0,44411,carry
neck_bell,0,44376,"bell_choker,bell_collar,bellcollar,collar_bell,neckbell"
colored_sclera,0,44104,
gold_trim,0,43989,
jingle_bell,0,43751,"cat_bell,jinglebell,jingle_bells,jinglebells"
plate,0,43584,"dish,plates"
holding_book,0,43571,
two-tone_background,0,43520,/two-tonebg
faceless,0,43492,no_face
corset,0,43329,
black_wings,0,43314,"black_wing,dark_wings"
angry,0,43274,"anger,mad"
forehead,0,43269,
hand_fan,0,43254,"fan,fan_(handheld),fans"
curvy,0,43182,"curvaceous,voluptuous"
clothing_aside,0,43173,clothes_aside
patreon_username,0,43153,
tearing_up,0,43132,
clothes_writing,0,43032,"clothing_writing,text_on_clothes"
brown_gloves,0,42953,
dragon_horns,0,42909,
christmas,0,42843,"crhistmas,xmas"
video,5,42698,"mp4,videos,webm"
micro_bikini,0,42521,microbikini
single_earring,0,42480,one_earring
mecha,0,42429,mech
camisole,0,42350,
spikes,0,42207,spike
open_coat,0,42181,
hair_flaps,0,42163,
wolf_tail,0,42142,coyote_tail
striped_panties,0,42131,"shimapan,stripped_panties"
restrained,0,42123,
red_gloves,0,42123,
blue_flower,0,42070,
arm_at_side,0,41706,
front-tie_top,0,41670,front_tie_top
low-tied_long_hair,0,41654,long_hair_tied_low
science_fiction,0,41581,"futuristic,sci-fi,sci_fi,scifi"
cropped_torso,0,41509,
blue_shorts,0,41443,
pink_ribbon,0,41255,
convenient_censoring,0,41223,convenient_censorship
side-tie_panties,0,41201,"himopan,side_tie_panties"
green_background,0,41196,"dark_green_background,/greenbg,light_green_background"
black_vest,0,41174,
blue_bikini,0,41133,"blue_bikini_bottom,blue_bikini_top"
side_slit,0,41069,leg_slit
bow_panties,0,41034,panty_bow
pink_shirt,0,41002,pink_blouse
paizuri,0,40961,"tit_fuck,titfuck,titjob"
licking,0,40858,"lick,licks"
round_eyewear,0,40704,"circular_eyewear,round_glasses"
floating,0,40574,
tentacles,0,40545,tentacle
white_skin,0,40505,
black_sailor_collar,0,40476,
rifle,0,40476,rifles
smoke,0,40350,
mixed-language_commentary,5,40339,"bilingual_commentary,multilingual_commentary"
demon_wings,0,40338,devil_wings
:<,0,40292,
cum_on_breasts,0,40241,"cum_between_breasts,cum_on_tits,semen_on_breasts"
skin_tight,0,40202,"skintight,skintightsuit"
brown_background,0,40188,/brownbg
armlet,0,40170,"arm_bracelets,armlets"
pink_skirt,0,40105,
happy_birthday,0,40075,
purple_background,0,39986,/purplebg
desk,0,39979,desks
clenched_hands,0,39964,"clenched_fists,closed_fists,fists"
fate/stay_night,3,39923,"fate_stay_night,/fsn"
veins,0,39885,"vein,veiny"
mary_janes,0,39838,
knee_up,0,39826,
single_glove,0,39823,one_glove
green_bow,0,39804,
full_moon,0,39796,fullmoon
frilled_apron,0,39790,
zipper,0,39765,zippers
ball,0,39726,
tsurime,0,39651,
second-party_source,5,39614,
:p,0,39545,:b
sweater_vest,0,39427,
drinking_glass,0,39427,
cowgirl_position,0,39368,cowgirl_(position)
freckles,0,39350,
sleeves_rolled_up,0,39290,"folded_sleeves,rolled_sleeves,rolled-up_sleeves,rolled_up_sleeves,sleeves_folded_up,sleeves_rolled"
high_collar,0,39236,
spot_color,0,39104,spot_colors
topless_male,0,39038,shirtless
lace,0,38948,
snow,0,38842,
hair_scrunchie,0,38823,
indie_virtual_youtuber,3,38763,
beads,0,38747,
dragon_girl,0,38558,
lens_flare,0,38535,lensflare
no_headwear,0,38490,"hat-less,hatless,no_bandana,no_hat,no_helmet"
finger_to_mouth,0,38488,"finger_on_lips,finger_on_mouth,finger_to_lips"
dual_persona,0,38416,
white_pants,0,38198,
yellow_shirt,0,38178,yellow_blouse
half_updo,0,38169,half_down_half_up
strap_slip,0,38156,
hakama_skirt,0,38140,hakama
one_eye_covered,0,38069,covered_eye
pocket,0,38057,pockets
track_jacket,0,38020,
gift,0,37979,"gifts,present,presents"
wide_hips,0,37881,"big_hips,large_hips"
admiral_(kancolle),4,37836,"admiral_(kantai_collection),teitoku_(kantai_collection)"
artoria_pendragon_(fate),4,37828,"altria_pendragon_(fate),artoria_pendragon_(all)"
high_heel_boots,0,37783,heel_boots
hair_rings,0,37778,"hair_loop,hair_loops,hair_ring"
genderswap_(mtf),0,37706,
frilled_shirt_collar,0,37642,
handgun,0,37639,"hand_gun,pistol"
pencil_skirt,0,37632,
vertical-striped_clothes,0,37630,vertical-striped_clothing
clothed_female_nude_male,0,37601,"/cfnm,cfnm,clothed_female_naked_male,/nmcf,nmcf,nude_male_clothed_female"
tokin_hat,0,37549,tokin
bikini_top_only,0,37411,bikini_top
toned,0,37400,
seiza,0,37301,sitting_on_knees
black_bowtie,0,37234,
single_horn,0,37196,horn
heavy_breathing,0,37184,panting
!,0,37164,exclamation_mark
starry_sky,0,37162,
purple_bow,0,37144,
cake,0,37085,
mature_male,0,37052,dilf
wading,0,37014,"standing_in_liquid,walking_in_liquid"
after_sex,0,36993,aftersex
walking,0,36911,
arm_behind_back,0,36855,hand_behind_back
blue_footwear,0,36842,"blue_boots,blue_shoes"
idolmaster_shiny_colors,3,36836,shiny_colors
duplicate,5,36762,"dupe,repost"
asymmetrical_legwear,0,36731,
fish,0,36680,
green_jacket,0,36664,
reflection,0,36613,
between_legs,0,36598,
frilled_bikini,0,36448,frilled_bikini_bottom
official_alternate_hairstyle,0,36442,alternate_hairstyle_(official)
green_dress,0,36365,
alcohol,0,36344,
idolmaster_(classic),3,36341,
angel_wings,0,36334,
handjob,0,36320,"hand_job,tekoki"
clothed_sex,0,36248,
check_translation,5,36161,translation_check
masturbation,0,36115,"masturbate,masturbating,onani"
tareme,0,36056,
swim_ring,0,36049,
tray,0,36003,"platter,serving_tray"
personification,0,35973,"anthropomorphism,gijinka"
robe,0,35947,robes
pendant,0,35894,
mole_on_breast,0,35894,
ribbed_sweater,0,35883,
cross-laced_footwear,0,35795,cross_laced_footwear
white_coat,0,35790,
black-framed_eyewear,0,35770,black-framed_glasses
headset,0,35701,
high-waist_skirt,0,35658,
furrowed_brow,0,35521,furrowed_eyebrows
grey_jacket,0,35438,"gray_jacket,silver_jacket"
spoilers,5,35414,spoiler
kochiya_sanae,4,35408,"kotiya_sanae,/ks"
brown_jacket,0,35386,brown_blazer
forest,0,35361,woods
puffy_nipples,0,35353,"puffy_areolae,puffy_nipple"
crying_with_eyes_open,0,35199,
konpaku_youmu,4,35089,/ky
love_live!_school_idol_project,3,34992,
brown_pantyhose,0,34971,
long_skirt,0,34959,
komeiji_koishi,4,34841,
alice_margatroid,4,34815,/am
pouch,0,34803,pouches
blood_on_face,0,34762,bloody_face
cirno,4,34728,
kemonomimi_mode,0,34712,
arm_behind_head,0,34699,hand_behind_head
long_fingernails,0,34697,long_nails_(fingers)
legs_up,0,34581,
halloween,0,34551,
goggles_on_head,0,34531,goggle_on_head
patchouli_knowledge,4,34505,/pk
partially_submerged,0,34479,
bulge,0,34409,
sailor_dress,0,34308,
purple_skirt,0,34254,
rain,0,34202,raining
furry_female,0,34202,female_furry
santa_hat,0,34171,"christmas_hat,stocking_cap"
age_difference,0,34167,older_on_younger
turtleneck_sweater,0,34138,
white_wings,0,34071,
crossdressing,0,34045,"crossdress,crossplay,transvestite"
@_@,0,34030,"al_bhed_eyes,spiral_eyes,swirly_eyes"
raised_eyebrows,0,33894,
short_ponytail,0,33884,
white_shorts,0,33793,
one-hour_drawing_challenge,0,33760,"1draw,wandoro"
spoken_ellipsis,0,33622,
black_sleeves,0,33617,
curly_hair,0,33590,curls
legs_apart,0,33554,
backlighting,0,33450,"backlit,bright_background"
one_piece,3,33446,
jitome,0,33371,flat_gaze
hand_in_pocket,0,33221,
hand_in_own_hair,0,33208,"hand_in_hair,hand_on_hair"
persona,3,33198,
red_bikini,0,33151,"red_bikini_bottom,red_bikini_top"
thong,0,33132,thong_panties
hand_on_another's_head,0,33096,
cuffs,0,33091,cuff
condom,0,33082,condoms
bubble,0,33064,bubbles
brown_skirt,0,33035,
out_of_frame,0,33018,
white_hairband,0,32975,
mature_female,0,32913,"mature,mature_woman,milf"
green_shirt,0,32909,green_blouse
futanari,0,32908,"dickgirl,futa"
upskirt,0,32871,
fake_tail,0,32865,fake_animal_tail
denim_shorts,0,32826,"daisy_dukes,daisydukes,jean_shorts"
unworn_headwear,0,32786,"headwear_off,headwear_removed"
white_bra,0,32775,
yellow_flower,0,32720,
animal_hands,0,32717,"animal_paws,paw,paws"
cigarette,0,32685,"cigarete,cigarettes,cigarrete,cigarrette"
red_hat,0,32646,
empty_eyes,0,32611,dead_eyes
yakumo_yukari,4,32606,/yy
dress_lift,0,32554,
faceless_male,0,32409,mister_x
flying,0,32381,
yellow_ribbon,0,32373,
thought_bubble,0,32268,thought_balloon
red-framed_eyewear,0,32253,"red-framed_glasses,red_framed_glasses,red-rimmed_glasses"
top_hat,0,32216,"magician_hat,tophat"
star_hair_ornament,0,32177,
pauldrons,0,32143,"pauldron,spaulders"
epaulettes,0,32113,
gym_uniform,0,32113,gym_clothes
broom,0,32050,broomstick
4boys,0,32009,4boy
fingering,0,31881,fingers_in_pussy
emphasis_lines,0,31827,
teacup,0,31822,"tea_cup,teacups"
belt_buckle,0,31713,
ribbon-trimmed_sleeves,0,31701,
striped_shirt,0,31671,striped_blouse
blue_pants,0,31596,
bowl,0,31532,bowls
furry_male,0,31472,male_furry
blue_hat,0,31444,
red_scarf,0,31431,
cumdrip,0,31398,cum_drip
hat_ornament,0,31342,
6+boys,0,31342,"6+boy,6boy,6boys"
dog_tail,0,31306,african_wild_dog_tail
light_blue_hair,0,31296,
white_kimono,0,31256,white_yukata
tanlines,0,31215,"tan_line,tanline,tan_lines"
school_bag,0,31191,schoolbag
stubble,0,31105,
sports_bra,0,31083,
:q,0,31081,:9
wide-eyed,0,31047,"eyes_wide,shocked_eyes,wide_eyed,wide_eyes"
asymmetrical_bangs,0,31026,asymmetric_bangs
honkai_impact_3rd,3,30907,
head_rest,0,30760,chin_rest
plump,0,30708,"chubby,muchi"
knees_together_feet_apart,0,30680,knees_touching
innertube,0,30667,"inner_tube,swim_ring"
colored_eyelashes,0,30661,"aqua_eyelashes,blonde_eyelashes,blue_eyelashes,coloured_eyelashes,green_eyelashes,grey_eyelashes,multicolored_eyelashes,orange_eyelashes,pink_eyelashes,purple_eyelashes,red_eyelashes,silver_eyelashes,white_eyelashes"
monster,0,30584,monsters
twins,0,30566,
running,0,30469,run
sideburns,0,30417,
rape,0,30403,
competition_swimsuit,0,30382,
lolita_fashion,0,30353,lolita
multicolored_eyes,0,30349,
black_serafuku,0,30336,
tentacle_hair,0,30305,
rabbit_girl,0,30295,
dual_wielding,0,30263,"double_wield,dual_wield"
holding_umbrella,0,30245,holding_parasol
braided_ponytail,0,30245,
hands_on_own_hips,0,30158,"akimbo,hands_on_hips,hands_on_waist"
mini_person,0,30145,
buruma,0,30141,"bum_huggers,bun_huggers,running_briefs"
blue_bowtie,0,30118,
drinking_straw,0,30113,straw_(drinking)
purple_shirt,0,30101,purple_blouse
fins,0,30090,fin
shoulder_bag,0,30054,
sun_hat,0,30007,sunhat
purple_flower,0,30006,
doggystyle,0,29989,doggy_style
boku_no_hero_academia,3,29967,my_hero_academia
dog,0,29869,dogs
doujin_cover,0,29787,
blue_one-piece_swimsuit,0,29715,blue_swimsuit
spread_pussy,0,29705,"open_pussy,pussy_spread,spreadpussy,spread_vagina"
watch,0,29699,
contrapposto,0,29682,
bandaged_arm,0,29678,bandaged_arms
jeans,0,29660,blue_jeans
legs_together,0,29650,"knees_together,knees_together_feet_together"
red_rose,0,29644,
asymmetrical_hair,0,29551,
shirt_tucked_in,0,29516,tucked_in_shirt
height_difference,0,29434,
hairpin,0,29398,"hair_pin,hairpins"
blurry_foreground,0,29315,
cum_in_mouth,0,29278,"cumshot_in_mouth,oral_cumshot,semen_in_mouth"
fur_collar,0,29262,
paper,0,29251,
holding_staff,0,29195,
threesome,0,29062,3p
wolf_girl,0,28983,
panties_under_pantyhose,0,28949,"panties_behind_pantyhose,panties_below_pantyhose,panties_underneath_pantyhose,panties_under_pantiehose"
source_request,5,28922,"cg_request,need_source,no_source,/src"
shameimaru_aya,4,28907,/sa
reaching,0,28849,reach
thighband_pantyhose,0,28824,
sunset,0,28810,
neon_genesis_evangelion,3,28769,"evangelion,/nge,shin_seiki_evangelion"
garter_belt,0,28756,"/gar,garterbelt"
mustache,0,28696,moustache
naughty_face,0,28620,naughty_smile
collared_dress,0,28566,
winter_uniform,0,28544,
nontraditional_miko,0,28537,
looking_ahead,0,28516,
notice_lines,0,28490,realization_lines
santa_costume,0,28487,"santa,santa_outfit,santa_suit"
missionary,0,28479,missionary_position
hair_down,0,28472,hairdown
dragon_tail,0,28454,
hoop_earrings,0,28406,hoop_earring
ghost,0,28313,ghosts
+_+,0,28232,"cross-shaped_pupils,star_eyes,starry_eyes"
long_bangs,0,28173,
straight-on,0,28169,head-on
partially_fingerless_gloves,0,28125,partly_fingerless_gloves
serious,0,28098,stern
mouth_mask,0,28090,face_mask
ass_focus,0,28069,pov_ass
torn_pantyhose,0,28064,
under-rim_eyewear,0,28050,"under-rim_glasses,under_rim_glasses"
long_dress,0,27999,
circlet,0,27995,
poke_ball,0,27977,"monster_ball,pokeball,poke_balls,pokeballs"
white_leotard,0,27963,
the_legend_of_zelda,3,27944,"legend_of_zelda,/loz,zelda_no_densetsu"
rabbit,0,27906,"bunny,rabbits"
league_of_legends,3,27838,
machinery,0,27819,
aged_up,0,27791,older
pokemon_swsh,3,27765,"pokemon_shield,pokemon_sword"
shield,0,27755,shields
orange_background,0,27586,/orangebg
dog_girl,0,27579,
pink_lips,0,27484,pink_lipstick
wooden_floor,0,27462,hardwood_floor
mug,0,27422,
bouquet,0,27420,bouquets
lollipop,0,27411,"lolipop,lollipops"
injury,0,27361,"injured,injuries,wounded,wounds"
resolution_mismatch,5,27361,
short_eyebrows,0,27182,
black_bodysuit,0,27178,
teddy_bear,0,27177,"stuffed_bear,teddybear"
blue_theme,0,27149,
breastplate,0,27136,"breast_plate,chest_plate,chestplate"
skull,0,27131,skulls
reisen_udongein_inaba,4,27079,/rui
lantern,0,27000,lanterns
2koma,0,26998,
impossible_clothes,0,26988,impossible_clothing
mirror,0,26961,mirrors
rock,0,26932,rocks
chinese_text,0,26904,chinese
female_masturbation,0,26896,masturbation_(female)
ice,0,26728,
yu-gi-oh!,3,26722,"/ygo,yu-gi-oh,yugioh,yugioh!,yu-gi-ou,yu-gi-ou!,yuugioh,yuu-gi-ou"
paw_pose,0,26716,"cat_pose,dog_pose"
fujiwara_no_mokou,4,26672,"/fm,/fnm,fujiwara_mokou,huziwara_no_mokou"
popsicle,0,26610,icelolly
abyssal_ship,0,26597,shinkaisei-kan
brother_and_sister,0,26578,
breasts_squeezed_together,0,26574,"breast_squeeze,breasts_squeeze"
smirk,0,26539,
double_v,0,26537,double_peace
shawl,0,26537,
sheathed,0,26524,
bouncing_breasts,0,26492,
hand_between_legs,0,26450,hands_between_legs
enmaided,0,26431,
striped_bow,0,26382,
=_=,0,26381,
mini_hat,0,26336,"minihat,tiny_hat"
scar_across_eye,0,26326,eye_scar
v_arms,0,26305,v-arms
pajamas,0,26284,"pajama,pyjama,pyjamas"
white_outline,0,26258,
water_drop,0,26250,"droplet,droplets,rain_drop,raindrop,rain_drops,raindrops,water_droplets,water_drops"
shiny_clothes,0,26248,
open_book,0,26223,
sarashi,0,26160,"bandage_bra,bandagebra"
brown_belt,0,26159,
striped_bikini,0,26147,
eyebrows_hidden_by_hair,0,26099,eyebrows_behind_hair
crystal,0,26098,crystals
akemi_homura,4,26064,
card,0,25998,cards
k-on!,3,25992,"keion,keion!,k-on,k-on!!,kon!"
toenail_polish,0,25986,
glint,0,25981,
final_fantasy_xiv,3,25980,"/ff14,ff14,ffxiv"
pink_jacket,0,25975,
waving,0,25950,wave
bags_under_eyes,0,25935,"dark_circles,eyebags,eye_circles"
jpeg_artifacts,5,25836,"jpeg_artefacts,jpegartifacts,jpg_artifacts"
off-shoulder_dress,0,25835,
final_fantasy_vii,3,25834,"/ff7,ff7,ffvii,final_fantasy_7"
fishnet_pantyhose,0,25827,
komeiji_satori,4,25796,
arms_at_sides,0,25754,
sideways_glance,0,25720,side_glance
:t,0,25677,
large_penis,0,25655,big_penis
light_rays,0,25615,
upside-down,0,25601,"upside_down,upsidedown"
stairs,0,25591,"stair,staircase,stairway,steps"
can,0,25571,cans
oni,0,25503,
pink_footwear,0,25467,"pink_boots,pink_shoes"
on_floor,0,25458,sitting_on_floor
new_year,0,25458,"newyear,new_years"
handbag,0,25449,"hand_bag,purse"
object_insertion,0,25444,insertion
dragon,0,25443,
hug_from_behind,0,25435,back_hug
kaname_madoka,4,25321,
leash,0,25283,
minigirl,0,25262,mini_girl
fur-trimmed_jacket,0,25258,fur-lined_jacket
stud_earrings,0,25237,"ear_stud,ear_studs"
lab_coat,0,25231,labcoat
cleft_of_venus,0,25184,
holding_flower,0,25141,
red_cape,0,25140,
veiny_penis,0,25120,
snowing,0,25113,falling_snow
third-party_source,5,25109,
pout,0,25107,
hong_meiling,4,25071,ex-meiling
sign,0,25042,signs
city,0,25029,
oekaki,0,25016,
heart_hair_ornament,0,25006,
black_horns,0,24962,
unworn_hat,0,24954,"hat_off,hat_removed"
backless_outfit,0,24922,"backless,open_back"
street_fighter,3,24918,"/sf,streetfighter"
!?,0,24876,"!!?,!?!,?!,?!!,interrobang"
yukata,0,24850,
meme_attire,0,24846,
military_hat,0,24845,military_cap
splatoon_(series),3,24833,splatoon
spear,0,24730,spears
sharp_fingernails,0,24700,pointy_fingernails
forehead_mark,0,24694,
adjusting_clothes,0,24675,
bandaid_on_face,0,24657,
blue_halo,0,24628,
ice_cream,0,24589,"ice-cream,icecream,ice-creams,ice_creams,icecreams"
motion_blur,0,24568,
steaming_body,0,24531,
fire_emblem_heroes,3,24531,
chopsticks,0,24471,chopstick
blue_skin,0,24466,
lyrical_nanoha,3,24459,
black_collar,0,24456,
hugging_object,0,24454,object_hug
eyeliner,0,24453,
animal_hood,0,24452,
protected_link,5,24446,
drink,0,24423,"beverage,drinks"
foot_out_of_frame,0,24420,
strawberry,0,24409,strawberries
spoon,0,24381,spoons
jumping,0,24369,jump
sportswear,0,24361,sports_uniform
hand_on_another's_shoulder,0,24347,
sand,0,24337,
tiles,0,24295,tile
korean_text,0,24290,korean
borrowed_character,0,24282,
purple_nails,0,24269,"lavender_nails,purple_fingernails"
third-party_edit,5,24243,"edited,photoshopped"
holding_unworn_clothes,0,24143,holding_clothes
saigyouji_yuyuko,4,24135,/sy
suzumiya_haruhi_no_yuuutsu,3,24118,"/shny,suzumiya_haruhi_no_yuutsu,the_melancholy_of_haruhi_suzumiya"
pink_halo,0,24103,
arrow_(symbol),0,24091,"directional_arrow,directional_arrows,directional_arrows"
blue_panties,0,24081,
bespectacled,0,24072,
muscular_female,0,24048,
mouse_ears,0,24047,"nezumimi,rat_ears"
red_hairband,0,24024,
chocolate,0,24023,
blue_gloves,0,24019,
red_lips,0,23983,red_lipstick
butt_crack,0,23974,"ass_crack,buttcrack,posterior_cleavage"
princess_connect!,3,23969,"priconne,princess_connect!_re:dive"
chainsaw_man,3,23949,
hands_in_pockets,0,23941,
hair_behind_ear,0,23932,
music,0,23923,
low_wings,0,23906,"hip_wings,lower_back_wings,waist_wings"
front-tie_bikini_top,0,23897,front-tie_bikini
goatee,0,23889,
pixel-perfect_duplicate,5,23879,
railing,0,23793,
mountain,0,23778,mountains
fate/extra,3,23772,
fake_horns,0,23766,
bow_(weapon),0,23733,bow_and_arrow
black_cape,0,23716,
outstretched_hand,0,23708,"hand_outstretched,hands_outstretched,outstretched_hands"
o_o,0,23702,o.o
foot_focus,0,23682,"feet_focus,pov_feet"
;),0,23654,
blue_kimono,0,23648,blue_yukata
fork,0,23644,
nun,0,23642,
holding_knife,0,23617,
hand_on_own_cheek,0,23598,"hand_on_cheek,hand_to_cheek"
toaru_majutsu_no_index,3,23598,"a_certain_magical_index,to_aru_majutsu_no_index"
shrug_(clothing),0,23595,naked_shrug
butterfly_hair_ornament,0,23593,
page_number,0,23590,
single_side_bun,0,23585,side_bun
cum_overflow,0,23574,overflow
criss-cross_halter,0,23561,criss_cross_halter
contemporary,0,23559,modern_clothing
animal_focus,0,23546,
chromatic_aberration,0,23441,
drawstring,0,23430,drawstrings
hat_flower,0,23426,
double-breasted,0,23416,
nipple_stimulation,0,23415,
purple_ribbon,0,23354,
long_legs,0,23345,
pixiv_commission,5,23315,pixiv_request
fence,0,23278,
ofuda,0,23273,paper_talisman
visor_cap,0,23248,
straw_hat,0,23229,
yellow_ascot,0,23225,yellow_jabot
pasties,0,23218,
nurse_cap,0,23197,nurse_hat
no_nose,0,23173,
world_witches_series,3,23135,
