name,category,post_count,aliases
konpaku_youmu_(ghost),4,9646,",myon"
onsen,0,9633,",hot_spring,hot_springs,hotspring"
smaller_human,0,9630,
riding,0,9628,",ride,riding_on_back"
leaning_back,0,9624,
mtf_crossgender,0,9614,",male_to_female_crossgender,male_to_female_r63,male_to_female_rule_63,mtf_r63,mtf_rule_63"
magic_user,0,9612,",archmage,enchanter,enchantress,mage,magician,magus,sorcerer,sorceress,spellcaster,warlock,wizard"
shoulder_cutout,0,9612,
blue_nose,0,9604,",cyan_nose,dark_blue_nose,indigo_nose"
vines,0,9604,vine
battle,0,9602,",combat"
ninja,0,9602,"kunoichi,shinobi"
leaking,0,9602,
bare_back,0,9600,",backless"
white_capelet,0,9593,
thumbs_up,0,9588,",thumb-up,thumb_up,thumb_up_sign,thumbs-up,thumbs_up_sign,👍"
holding_polearm,0,9583,",holding_halberd,holding_lance,holding_naginata,holding_spear"
arrow_(projectile),0,9582,",arrows"
brown_nipples,0,9579,",brown_nipple,dark_brown_nipples"
eyebrow_piercing,0,9570,",brow_piercing,brow_piercings,eyebrow_pierced,eyebrow_piercings,pierced_eyebrow"
spoken_question_mark,0,9562,
rumia,4,9544,
silent_comic,0,9541,
chastity_cage,0,9539,",cock_cage,penis_cage"
self-upload,5,9528,",self_upload"
creature,0,9528,",creatures"
clothed_female,0,9519,",cfn?,cfnf,cfni,cfnm,clothed_female_nude_ambiguous,clothed_female_nude_andromorph,clothed_female_nude_anthro,clothed_female_nude_cuntboy,clothed_female_nude_dickgirl,clothed_female_nude_female,clothed_female_nude_gynomorph,clothed_female_nude_herm,clothed_female_nude_human,clothed_female_nude_intersex,clothed_female_nude_male,clothed_female_partially_clothed_male,n?cf,nfcf,nicf,nmcf,nude_female_clothed_female,nude_intersex_clothed_female,nude_male_clothed_female"
blue_topwear,0,9517,",cyan_topwear"
holding_microphone,0,9502,
true_musteline,5,9500,
geta,0,9498,
bishounen,0,9492,",bishi,bishonen,bishounens"
breast_pocket,0,9490,",chest_pocket,shirt_pocket"
artist_collaboration,5,9490,"art_collab,art_collaboration,collab,collab_art,collaboration,collaboration_artist,multi-artist,multi_artist,multiple_artists"
sailor_hat,0,9489,",sailor_cap"
carrot,0,9484,carrots
hair_spread_out,0,9479,
purple_gloves,0,9473,
moriya_suwako,4,9464,",/ms"
facial_scar,0,9461,",face_scar,face_scars,facial_scars,scar_on_face"
jockstrap,0,9456,",jock_strap"
pokemon_sm,3,9452,",pokemon_moon,pokemon_sun,pokemon_sun_and_moon"
television,0,9448,"television_screen,television_set,tv,tv_screen,tv_set"
grey_dress,0,9440,gray_dress
new_world_deer,5,9438,",capreoline"
mask_on_head,0,9437,
huge_ass,0,9430,",big_ass,big_butt,thick_ass"
clothed/nude,0,9428,",clothed_on_nude,nude/clothed,nude_on_clothed"
anal_beads,0,9426,"anal_bead,analbeads,anus_bead,anus_beads,ben_wa_ball,ben_wa_balls,duo_tone_ball,duo_tone_balls,duotone_ball,duotone_balls,geisha_ball,geisha_balls,orgasm_ball,orgasm_balls,pussy_bead,pussy_beads,rin-no-tama,rin_no_tama,sex_bead,sex_beads,urethra_bead,urethra_beads,urethral_bead,urethral_beads,vagina_bead,vagina_beads,vaginal_bead,vaginal_beads,venus_ball,venus_balls"
cum_from_pussy,0,9422,
bikini_under_clothes,0,9420,
unbuttoned,0,9410,
midriff_peek,0,9410,",belly_peek,stomach_peek"
house,0,9406,houses
sonic_the_hedgehog_(comics),3,9405,",satam,sonic_comic,sonic_comics,sonic_satam,sonic_universe_(comic)"
bubble_butt,0,9401,",bubble_ass,bubble_booty,round_ass,round_booty,round_butt"
lactation,0,9396,",lactating,milk_breasts,milking"
wood,0,9388,",wooden"
tabi,0,9386,
blue_tongue,0,9378,",blue_tounge,cyan_tongue,indigo_tongue,light_blue_tongue"
armpit_crease,0,9374,
platform_footwear,0,9370,",platform_shoes,platforms"
wrist_scrunchie,0,9370,",scrunchie_on_wrist"
airplane,0,9366,"aeroplane,airplanes,plane,planes"
on_couch,0,9348,",on_sofa"
covering_crotch,0,9344,",covering_pussy"
eighth_note,0,9343,",quaver"
no_underwear,0,9342,",going_commando,no_panties,nopan,without_panties"
grey_clothing,0,9341,",gray_clothes,gray_clothing,grey_clothes"
inactive_account,5,9337,
bush,0,9336,",bushes,shrubbery"
shimakaze_(kancolle),4,9335,",shimakaze_(kantai_collection),zekamashi"
joints,0,9334,
spade_tail,0,9318,",demon_tail,devil_tail,spaded_tail,succubus_tail,tail_spade"
game_controller,0,9304,",game_pad,gamepad,video_game_controller,videogame_controller"
habit,0,9303,",nun_habit,nun_outfit"
holding_tray,0,9290,
tile_floor,0,9290,",floor_tile,floor_tiles,tiled_floor"
dock_(anatomy),0,9272,
brown_hat,0,9260,
ganyu_(genshin_impact),4,9247,",ganyu,kan'u_(genshin_impact)"
toying_self,0,9247,
bodystocking,0,9244,",bodystocking_under_clothes"
dagger,0,9237,daggers
cowbell,0,9232,cow_bell
older_female,0,9230,",gilf,gmilf"
assault_rifle,0,9228,",assualt_rifle"
gothic_lolita,0,9226,",gosurori,gothloli"
warner_brothers,3,9224,",warner_bros,warner_bros."
bun_cover,0,9218,",bun_covers"
petticoat,0,9198,
father_and_child_(lore),8,9197,",child/father,child_and_father,child_father,father/child,father_and_child,father_child,father_penetrating_child"
ear_tuft,0,9186,",black_ear_tuft,blonde_ear_tuft,blue_ear_tuft,brown_ear_tuft,dark_ear_tuft,ear_tufts,green_ear_tuft,grey_ear_tuft,light_ear_tuft,monotone_ear_tuft,multicolored_ear_tuft,orange_ear_tuft,pink_ear_tuft,purple_ear_tuft,rainbow_ear_tuft,red_ear_tuft,tan_ear_tuft,two_tone_ear_tuft,white_ear_tuft"
bath,0,9184,",ofuro"
sony_corporation,3,9183,",sony,sony_corporation_of_america,sony_of_america,sony_of_japan"
checkered_clothes,0,9178,",checkered_clothing"
roleplay,0,9174,",role-play,role_play,roleplaying"
haplorhine,5,9173,",haplorhines,haplorhini,haplorrhini"
shared_bathing,0,9168,",2girls1tub,shared_bathtub"
nosebleed,0,9167,"bleeding_nose,blood_from_nose,bloody_nose,nose_bleed"
elbow_tuft,0,9166,",elbow_fur,elbow_tufts,fluffy_elbow,fluffy_elbows"
holding_fan,0,9154,
key,0,9148,keys
claw_pose,0,9134,
black_scales,0,9129,",black_scale,blakc_scales"
talons,0,9127,",talon"
miki_sayaka,4,9124,
white_underwear,0,9116,
shocked,0,9098,",looking_shocked,shock,shocked_expression,shocked_eyes,shocked_face"
winter_clothes,0,9083,
unfinished,5,9082,"incomplete,wip,work_in_progress"
sony_interactive_entertainment,3,9082,",sie_worldwide_studios,sony_computer_entertainment,sony_interactive_entertainment_llc,sony_interactive_entertainment_worldwide_studios"
danganronpa_v3:_killing_harmony,3,9070,",danganronpa_v3,new_danganronpa_v3"
hand_on_another's_face,0,9064,
black_kimono,0,9062,",black_yukata"
bird_wings,0,9054,
chen,4,9054,
wet_clothing,0,9051,",wet_clothes,wet_spot"
sitting_on_lap,0,9048,"lap_sitting,sitting_in_lap"
round_teeth,0,9042,
amy_rose,4,9040,",amy_rouge,amy_the_hedgehog"
single_bare_shoulder,0,9024,
pom_pom_(cheerleading),0,9024,",pom-pom,pom-poms,pom-pon,pom-pons,pom_poms,pompom,pompoms,pompon,pompons"
fairy_wings,0,9022,
reiuji_utsuho,4,9014,",okuu"
koopa,5,9010,",albinokoopasona"
black_ears,0,9006,
copyright_notice,0,9001,",all_rights_reserved,copyright,trademark_notice"
petite,0,8998,
white_claws,0,8992,",whtie_claws"
feather_hair_ornament,0,8983,",feather_in_hair,hair_feather,hair_feathers"
sensei_(blue_archive),4,8982,
retro_artstyle,0,8969,",oldschool"
kazami_yuuka,4,8968,",kazami_yuka"
intersex_penetrating_female,0,8967,",i/p/fm"
cow_ears,0,8965,",ushimimi"
fish_tail,0,8956,"fishtail,tail_fin"
penis_piercing,0,8956,",cock_piercing,dick_piercing,monotone_penis_piercing,penile_piercing,pierced_penis"
being_watched,0,8948,",onlooker,onlookers,watched,watching"
eyeball,0,8940,"eye_ball,eyeballs"
hairy,0,8937,",hirsute"
miles_prower,4,8933,",melissa_""tailsko""_prower,miles_""tails""_prower,miles_tails_prower,millie_prower,tails_(sonic),tails_(sonic_the_hedgehog),tails_the_fox,tails_the_kitsune,tailsko,tailsko_(sonic)"
mittens,0,8932,"mitten,mitts"
symbol_in_eye,0,8912,
green_hat,0,8908,
male_penetrating_anthro,0,8906,
split_mouth,0,8904,",disconnected_mouth"
bangle,0,8904,bangles
skeleton,0,8900,",skeletons"
chinese_zodiac,0,8895,",chinese_new_year"
blue_hairband,0,8893,
umbreon,5,8892,",cumbreon,shiny_umbreon"
anchor_symbol,0,8890,
deltarune,3,8886,",delta_rune_(game),deltarune_(game)"
saliva_on_tongue,0,8884,
duel_monster,0,8882,",duel_monsters"
two-tone_dress,0,8870,
notched_ear,0,8856,",bitten_ear,chipped_ear,damaged_ear,ear_notch,notched_ears,ripped_ear,torn_ear"
text_on_clothing,0,8848,
wet_shirt,0,8848,"wet_blouse,wet_t-shirt,wetshirt"
half_gloves,0,8840,",short_gloves"
purple_bikini,0,8838,",purple_bikini_bottom,purple_bikini_top"
undercut,0,8836,",sidecut"
hand_on_own_chin,0,8836,",hand_on_chin,hand_to_chin"
cannon,0,8832,",cannons"
huge_hips,0,8828,
pocky,0,8818,",pepero"
kangaroo,5,8817,",roo"
frog_hair_ornament,0,8789,
huge_filesize,7,8766,",ridiculous_file_size"
hair_stick,0,8766,",hair_sticks"
scythe,0,8765,
faceless_human,0,8762,
clitoral_hood,0,8759,",clitoris_hood"
yellow_neckerchief,0,8758,
lace-up_boots,0,8758,",lace_up_boots,laced_boots"
text_focus,0,8749,",text"
spread_wings,0,8732,",spread-wings,spread_wing,spreading_wings,wings_spread"
bent_legs,0,8729,",bent_knees,legs_bent"
poke_ball_(basic),0,8720,",poke_ball_(generic)"
intersex/intersex,0,8708,",andromorph/intersex,andromorph_on_intersex,cuntboy/intersex,dickgirl/intersex,futa/futa,futa/futanari,futa_on_futa,futanari/futa,futanari/futanari,gynomorph/intersex,gynomorph_on_intersex,herm/intersex,herm_on_intersex,i/i,intersex/andromorph,intersex/cuntboy,intersex/dickgirl,intersex/gynomorph,intersex_on_intersex"
vambraces,0,8707,",vambrace"
bread,0,8703,
salute,0,8700,",saluting"
school_desk,0,8697,
back-to-back,0,8692,",back_to_back"
hand_on_thigh,0,8690,
stool,0,8682,",stool_(chair)"
holster,0,8674,
multicolored_scales,0,8666,",black_and_white_scales,multi-colored_scales,multi_tone_scales,three-tone_scales,three-toned_scales,three_tone_scales,three_toned_scales"
ankle_boots,0,8664,
3d,0,8660,",3dcg,polygon"
blue_vest,0,8644,
carrying_another,0,8629,",being_carried,being_held,carry,carrying,carrying_other"
wearing_diaper,0,8624,",diapered"
not_furry_focus,0,8621,
2010,7,8618,
xenoblade_chronicles_2,3,8612,",xenoblade_2"
saber_(fate),4,8606,",saber"
flexing,0,8606,",flex"
beer,0,8604,",pabst_blue_ribbon"
bell_collar,0,8598,",cat_bell,collar_bell"
plug_(sex_toy),0,8594,",plug_(sextoy),sex_toy_plug,sexual_plug"
mash_kyrielight,4,8588,"shielder_(fate/grand_order),shielder_mash_kyrielight"
white_scales,0,8583,",white_sclaes,whtie_scales"
eevee,5,8578,
raised_eyebrow,0,8571,",brow_raised,cocked_eyebrow,eyebrow_lift,eyebrow_lifted,eyebrow_lifting,eyebrow_raise,eyebrow_raised,eyebrow_up,lift_eyebrow,lifted_eyebrow,lifting_eyebrow,one_eyebrow_raised,one_eyebrow_up,raised_brow,raising_brow,raising_eyebrow"
blue_thighhighs,0,8566,
briefs,0,8564,",breifs"
leg_lift,0,8557,",leg_raise,leg_raised,raised_leg"
black_balls,0,8552,
slime,0,8542,",gooey,mucus,slime_covered,slimey,slimy,snail_mucus,snail_slime"
holding_poke_ball,0,8538,",holding_pokeball"
ugoira,5,8526,
two-sided_fabric,0,8523,
sundress,0,8518,"summer_dress,summerdress,sun_dress"
slippers,0,8515,slipper
under_covers,0,8512,"in_bed,under_blanket,under_sheets"
leg_warmers,0,8512,"leg_sleeve,leg_sleeves,leg_warmer,legwarmer,legwarmers"
inflatable,0,8508,",floatie"
blue_neckerchief,0,8508,
emanata,0,8496,",attention_emanata,expressive_emanata,impact_emanata,laugh_emanata,pain_emanata,speech_emanata"
brown_clothing,0,8492,",brown_clothes"
blurred_background,0,8492,",blurred_backgorund,blurred_backgroudn,blurred_bg,blurry_background,blurry_bg"
sweaty_butt,0,8492,",swamp_ass,sweaty_ass,sweaty_booty"
brother_and_sister_(lore),8,8489,",b/s,brother/sister,brother_and_sister,s/b,sister/brother,sister_and_brother"
wet_hair,0,8488,
highleg_one-piece_swimsuit,0,8487,
voiceroid,3,8483,
prick_ears,0,8482,",artificial_erect_ear,artificial_erect_ears,artificial_perked_ear,artificial_perked_ears,artificial_perky_ear,artificial_perky_ears,artificial_prick_ear,artificial_prick_ears,artificial_pricked_ear,artificial_pricked_ears,artificial_upright_ear,artificial_upright_ears,candle_flame_ear,candle_flame_ears,crop_ear,crop_ears,cropped_ear,cropped_ears,ear_cropping,erect_ear,erect_ears,hooded_ear,hooded_ears,perked_ear,perked_ears,perky_ear,perky_ears,prick_ear,pricked_ear,pricked_ears,sharp_ear,sharp_ears,tapered_ear,tapered_ears,tapering_ear,tapering_ears,triangle_ears,upright_ear,upright_ears"
cum_splatter,0,8471,",cum_splat,cum_squirt"
japanese_armor,0,8460,"japanese_armour,samurai_armor"
yellow_feathers,0,8454,",gold_feathers,golden_feathers"
polar_bear,5,8450,",polarbear"
hands_on_own_face,0,8444,",hands_on_face,hands_to_face"
warrior_of_light_(ff14),4,8444,",avatar_(ff14),avatar_(ffxiv)"
tatami,0,8443,
field,0,8441,
hibiki_(kancolle),4,8438,",hibiki_(kantai_collection)"
pulling_own_clothes,0,8434,",pulled_by_self"
swimsuit_under_clothes,0,8432,",/suc"
red_kimono,0,8430,",red_yukata"
coffee,0,8430,
christmas_tree,0,8428,",christmas_trees,christmastree,christmastrees"
gyaru,0,8426,
animification,0,8422,
haori,0,8422,
hourglass_figure,0,8416,
nipple_tweak,0,8415,",nipple_pinch"
lowleg,0,8414,
arm_under_breasts,0,8412,",arms_under_breasts"
mushroom,0,8408,"mushrooms,mushroon,shroom,toadstool,wild_mushroom"
detailed,7,8406,",highly_defined"
id_card,0,8402,",id_badge"
talking,0,8398,
big_pecs,0,8396,
winter,0,8394,
leopard,5,8390,",black_leopard,leapord,melanistic_leopard,pink_leopard,spotted_leopard,strawberry_leopard,white_leopard"
pregnant_anthro,0,8386,
erection_under_clothing,0,8384,",boner_in_pants,clothed_erection,erection_through_clothes,erection_under_clothes"
serpentine,0,8382,
shower,0,8374,",showers"
military_vehicle,0,8372,
panties_down,0,8372,",breifs_down,panties_around_legs,panties_pulled_down,removing_panties"
black_legwear,0,8364,
w,0,8359,
armored_boots,0,8358,",metal_boots"
limited_palette,0,8350,",restricted_palette"
tales_of_(series),3,8349,
white_cape,0,8348,
hand_to_own_mouth,0,8346,",hand_on_lips,hand_to_lip,hand_to_mouth,hands_to_mouth,hands_to_own_mouth"
recording,0,8343,"being_filmed,being_recorded,filmed,filming,recorded"
whisker_markings,0,8338,",whisker_marking,whisker_marks,whiskers_marking,whiskers_markings"
open_cardigan,0,8334,",open_sweater"
mini_crown,0,8330,",tiny_crown"
taut_clothes,0,8330,",taut_clothing"
wince,0,8324,"cringe,wincing"
raised_clothing,0,8317,",clothes_raised,clothing_raised,raised_clothes"
blue_rose,0,8311,
other_focus,0,8308,
lip_piercing,0,8308,",lip_piercings,pierced_lip"
sword_art_online,3,8304,",/sao"
red_panties,0,8303,
tatara_kogasa,4,8300,
yellow_dress,0,8293,
red_choker,0,8288,
large_variant_set,5,8279,
generation_9_pokemon,5,8278,",generation_9_pokémon,generation_ix_pokemon,generation_ix_pokémon"
fully_sheathed,0,8275,",sheathed"
penis_tip,0,8274,",cocktip,lipsticking,partially_sheathed,tip_of_penis"
forked_tongue,0,8273,",forked_tounge,snake_tongue,split_tongue"
knee_pads,0,8272,"knee-pad,knee-pads,knee_pad,kneepad,kneepads"
tiptoes,0,8257,"on_tiptoes,on_toes,tip-toe,tip-toes,tip_toe,tip_toes,tippy_toes,tiptoe,tiptoeing"
kawashiro_nitori,4,8250,
office_lady,0,8245,",officelady,ol"
print_kimono,0,8237,",print_yukata"
+++,0,8230,
shoulder_tattoo,0,8229,
breast_rest,0,8228,",boob_rest,breasts_on_table,resting_breasts"
cum_on_belly,0,8228,",cum_on_stomach"
winged_arms,0,8226,"arm_wings,wing_arms,wing_hands"
big_eyes,0,8222,",large_eyes"
human_focus,0,8217,",focus_on_human"
hitodama,0,8206,",fox_fire,soul_flame,spirit_flame"
sleeve_cuffs,0,8201,",cuff_sleeve,cuff_sleeves,cuffed_sleeves,sleeve_cuff"
re:zero_kara_hajimeru_isekai_seikatsu,3,8201,",re:zero,re:zero_-_starting_life_in_another_world,re:zero_−_starting_life_in_another_world,re_zero"
shigure_(kancolle),4,8194,",shigure_(kantai_collection)"
kono_subarashii_sekai_ni_shukufuku_wo!,3,8194,",kono_subarashii_sekai_ni_shukufuku_o!,konosuba,konosuba:_god's_blessing_on_this_wonderful_world!"
royalty,0,8180,",royal"
torn_pants,0,8177,ripped_pants
female_on_anthro,0,8176,",anthro/female,anthro_on_female,female/anthro"
male_(lore),8,8165,
barely_visible_genitalia,0,8157,",subtle_genitalia"
photo_(medium),5,8154,
wraps,0,8149,
touken_ranbu,3,8148,",torabu"
naruto_(series),3,8145,
cum_from_ass,0,8142,",cum_from_anus,cum_from_butt"
fist,0,8134,",balled_fists,clenched_fist,clenched_fists,clenched_hand,closed_fist,fists"
disposable_cup,0,8132,"paper_cup,plastic_cup,soda_cup"
multiple_others,0,8130,
shark_tail,0,8130,
shoulder_tuft,0,8126,",black_shoulder_tuft,blonde_shoulder_tuft,blue_shoulder_tuft,brown_shoulder_tuft,dark_shoulder_tuft,green_shoulder_tuft,grey_shoulder_tuft,light_shoulder_tuft,monotone_shoulder_tuft,multicolored_shoulder_tuft,orange_shoulder_tuft,pink_shoulder_tuft,purple_shoulder_tuft,rainbow_shoulder_tuft,red_shoulder_tuft,shoulder_tufts,tan_shoulder_tuft,two_tone_shoulder_tuft,white_shoulder_tuft"
crocodile,5,8123,",croc,crocodylid,crocodylidae,crocodylinae,mobian_crocodile,true_crocodile"
cow_horns,0,8116,
kamishirasawa_keine,4,8114,",/kk"
cybernetics,0,8108,",augment,augmentation,augmentations,augmented_body,cybernetic,cybernetic_enhancements,cybernetically_enhanced"
letterbox,7,8106,",letterboxed"
ears_back,0,8100,",ear_back,ears_backs,ears_flicked_back,ears_laid_back"
3koma,0,8100,
strike_witches,3,8094,",/sw"
red_shorts,0,8091,
mole_(marking),0,8090,",beauty_mark,beauty_marks,beauty_mole,beauty_moles,beauty_spot,beauty_spots,mole_(markings),mole_marking,mole_markings,moles_(marking),moles_(markings),moles_marking,moles_markings"
gynomorph_penetrating_female,0,8088,",d/p/fm,dgirl_penetrating_female,dickgirl_penetrating_female,gm/p/fm,newhalf_penetrating_female,shemale_penetrating_female"
holding_instrument,0,8080,",holding_guitar,holding_violin"
male_underwear,0,8076,",underwear_(male)"
femdom,0,8076,
yellow_bikini,0,8075,",yellow_bikini_bottom,yellow_bikini_top"
black_tank_top,0,8074,",black_tanktop"
alternate_version_at_source,7,8067,",additional_images_at_source,alt_at_source,alt_version_at_source,alternate_version,alternate_version_at_paywall,alternate_version_available,alternate_versions,alternate_versions_available,alternative_version,alternative_version_at_source,alternative_version_available,alternative_versions,alternative_versions_available,avas,different_version_at_source,more_at_source"
beachball,0,8061,",beach_ball"
zebra,5,8058,",zebras"
high_heeled_boots,0,8056,",heel_boots,heeled_boots,high_heel_boots"
wide_hipped_female,0,8054,
equine_anus,0,8041,",horse_anus"
frottage,0,8036,",cock_fencing,cock_on_cock,frot,frotting,penis_fencing,penises_touching,touching_penises"
yellow_clothing,0,8033,
paw_gloves,0,8026,",paw_glove,pawglove,pawgloves"
blue_bottomwear,0,8026,",cyan_bottomwear"
trans_woman_(lore),8,8023,",trans_female,trans_female_(lore),trans_feminine,trans_girl,trans_woman,transfem,transfemale,transfeminine,transfemme,transgender_female,transgender_girl,transgender_woman,transgirl,transwoman"
brick_wall,0,8019,
krystal_(star_fox),4,8018,",krystal_(starfox)"
red_halo,0,8012,
partially_colored,0,8007,"partially_coloured,partially_monochrome"
green_nails,0,8000,",green_fingernails"
triangle_mouth,0,7999,
monogatari_(series),3,7998,
monster_hunter,3,7998,",mhw,monster_hun,monster_huner,monster_hunte_world,monster_hunter:_world,monster_hunter:rise,monster_hunter:world,monster_hunter_(nintendo_3ds),monster_hunter_(series),monster_hunter_3,monster_hunter_3_ultimate,monster_hunter_4,monster_hunter_4_ultimate,monster_hunter_cross,monster_hunter_frontier,monster_hunter_generations,monster_hunter_generations_ultimate,monster_hunter_online,monster_hunter_portable,monster_hunter_portable_3rd,monster_hunter_risde,monster_hunter_rise,monster_hunter_tri,monster_hunter_wilds,monster_hunter_word,monster_hunter_world,monster_hunter_worldanimal_penis,monster_hunters"
spitroast,0,7992,",spit_roast,spitraost,spitroast_position,spitroasted,spitroasting"
hinanawi_tenshi,4,7985,",hinanai_tenshi,tenshi_hinanai"
pink_anus,0,7982,
toriel,4,7975,",goat_mom,goatmom"
open_fly,0,7972,",unbuttoned_pants,unbuttoned_shorts"
wind_lift,0,7970,",ecchi_no_kaze,skirt_blow,windlift"
hand_on_own_head,0,7970,
sample_watermark,0,7970,",sample"
white_tank_top,0,7964,",white_tanktop"
chestnut_mouth,0,7963,
toeless_footwear,0,7952,"monotone_toeless_footwear,open_toe_footwear,open_toe_shoes,open_toes,toeless_boots,toeless_shoes"
horn_ornament,0,7936,
marine_humanoid,5,7932,
pigtails,0,7931,",pig_tail,pig_tails,pigtail,twin_ponytails,twintails_(hairstyle)"
brown_skin,0,7930,",brown_skinned_female,dark_brown_skin"
adolescent,0,7924,",teen,teenage,teenager,teenagers"
gohei,0,7924,
animal_costume,0,7922,
polka_dot_background,0,7919,",/pdbg,/polkadotbg,polka-dot_background"
barbell_piercing,0,7909,",barbell_piercings"
open_hand,0,7903,
white_choker,0,7902,
torn_thighhighs,0,7902,
fire_emblem_fates,3,7902,",fire_emblem_if"
buttplug,0,7889,",anal_plug,butplug,butt_plug"
extreme_size_difference,0,7874,",extreme_size_diff,huge_size_difference,macro_micro,massive_size_difference,micro_macro"
singing,0,7871,",sing"
dark_blue_hair,0,7868,
red_horns,0,7863,
bandaged_leg,0,7863,
crotch_seam,0,7860,
fishnet_thighhighs,0,7858,
dragon_quest,3,7857,",/dq"
chibi_inset,0,7852,
coin,0,7850,coins
stuffed_rabbit,0,7850,",stuffed_bunny"
lighting,7,7848,
parasol,0,7842,
purple_panties,0,7842,
toy_dog,5,7838,
forehead_jewel,0,7837,",forehead_gem"
paid_reward,5,7834,
throbbing,0,7834,
fate/zero,3,7833,",fate_zero"
air_bubble,0,7833,",air_bubbles"
red_ascot,0,7832,",red_jabot"
black_underwear,0,7829,
frill_(anatomy),0,7824,",frill_(feature),parietosquamosal_frill"
star_print,0,7820,
ragnarok_online,3,7818,",/ro,ragnarokonline"
gallus_(genus),5,7816,",junglefowl"
wide_shot,0,7806,
laughing,0,7805,",laugh"
red_topwear,0,7800,
ear_ornament,0,7797,
maid_uniform,0,7796,",french_maid,maid,maid_costume,maid_dress,maid_outfit,maiddress,maids"
sequence,7,7796,
chicken,5,7795,",chickens,hen,pullet,rooster"
penis_accessory,0,7794,",penis_ornament"
sakura_kyoko,4,7794,",sakura_kyouko"
hashtag-only_commentary,5,7792,",hashtag_only_commentary"
arm_strap,0,7788,
brown_coat,0,7786,
bridal_garter,0,7776,",leg_garter,thigh_garter"
purple_thighhighs,0,7772,
tiger_ears,0,7770,
cephalopod,5,7766,",cephalopoda,cephalopodan,ink_fish,inkfish"
mouse_tail,0,7764,",rat_tail"
tight_clothes,0,7758,",tight"
watersports,0,7754,",urolagnia,urophilia,water_sports,watersport,ws"
breast_expansion,0,7754,",be,breast_inflation,breastexpansion"
bird_dog,5,7752,",birddog,gun_dog,gundog,pointer_dog,pointing_dog"
multi_nipple,0,7746,",belly_nipples,multi-nipples,multi_nipples,multinipple,multinipples,multiple_nipples,polythelia"
countershade_fur,0,7746,
looking_afar,0,7745,
hammer,0,7739,",mallet"
undead,5,7736,",living_dead"
underwear_aside,0,7730,",briefs_aside"
obese_female,0,7728,",ssbbw"
bodypaint,0,7726,"body_paint,body_painting,bodypainting"
hyper_belly,0,7718,",huge_belly,impossibly_large_belly"
fur_tuft,0,7713,",fur_tufts"
backless_dress,0,7706,"open-back_dress,open_back_dress"
fox_humanoid,5,7704,",foxmorph,humanoid_fox,kitsunemimi,kitsunemusume,kyubimimi"
check_commentary,5,7697,
mechanical_arms,0,7696,",robot_arms,robotic_arms"
highleg_bikini,0,7696,
dirty,0,7692,
naked_shirt,0,7692,",nude_shirt"
tomoe_mami,4,7692,
cuddling,0,7692,",cuddle,cuddles,cuddlingup,snuggle,snuggles,snuggling"
daughter_(lore),8,7689,",daughter"
armored_dress,0,7680,",armoured_dress"
thighlet,0,7680,
whip,0,7676,whips
goddess_of_victory:_nikke,3,7669,
coyote,5,7666,",american_jackal,brush_wolf,mobian_coyote,prairie_wolf"
mega_man_(series),3,7658,"megaman_(series),rockman"
kill_la_kill,3,7649,",klk"
purple_footwear,0,7647,"purple_boots,purple_shoes,violet_footwear"
tied_shirt,0,7638,",knotted_shirt,knotted_top,thot_knot,tie-front,tie-front_shirt,tie-front_top,tie_front,tie_front_shirt,tie_front_top,tied-up_shirt,tied-up_top,tied_top,tied_up_shirt,tied_up_top"
scar_on_cheek,0,7632,",cheek_scar"
grey_footwear,0,7626,"gray_footwear,grey_boots,grey_shoes"
style_parody,0,7626,
parent_and_daughter_(lore),8,7625,",parent_and_daughter"
legless,0,7625,",no_legs"
hip_focus,0,7624,",hips"
triangular_headpiece,0,7623,
hands_on_own_chest,0,7623,",hands_on_chest,hands_to_chest"
teapot,0,7621,tea_pot
grey_tail,0,7619,",dark_grey_tail,gray_tail"
princess_zelda,4,7619,"zelda,zelda_(breath_of_the_wild)"
after_anal,0,7616,",after-anal,after_anal_sex,afteranal,post-anal,post_anal,postanal"
holding_animal,0,7615,",holding_bat_(animal)"
cross_necklace,0,7612,
innie_pussy,0,7612,",cleft_of_venus,peach_pussy"
jujutsu_kaisen,3,7608,
nonbinary_(lore),8,7607,",enby,non-binary,non-binary_(lore),non_binary,non_binary_(lore),nonbinary"
:>,0,7600,
graphite_(artwork),7,7600,",graphite,graphite_art,pencil_(artwork),pencil_art,pencil_drawing"
bishoujo_senshi_sailor_moon,3,7587,",/bssm"
doughnut,0,7584,"donut,donuts,doughnuts"
paintbrush,0,7582,paint_brush
nickelodeon,3,7581,",nick_at_night,nick_at_nite,nick_jr,nick_jr.,nick_toons,nickelodeon_animation_studio,nickelodeon_animation_studios,nicktoons,teen_nick,teennick"
purple_nipples,0,7578,",lavender_nipples,purple_nipple,violet_nipples"
weasel,5,7574,",maned_ferret,mobian_weasel,mustela"
bridal_veil,0,7574,",wedding_veil"
5boys,0,7564,",5boy"
flexible,0,7562,",contortion,contortionist,flexibility"
falling,0,7562,
mechanical_halo,0,7560,
gore,0,7551,",guro"
indian_style,0,7549,",agura"
tentacle_penetration,0,7545,
condom_wrapper,0,7544,
shoulder_blades,0,7540,
aroused,0,7540,",arousal,horny"
6:5,7,7537,
partially_unbuttoned,0,7532,
paw_print,0,7531,",paw_prints,pawprint,pawprints"
